,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
1036,C:\Users\shiwa\pastoral_74\PMC9582163\sections\1_front\1_article-meta\6_contrib-group.xml,"https://orcid.org/0000-0002-9310-5009 Fortes-Lima Cesar   Human Evolution, Department of Organismal Biology, Evolutionary Biology Centre, Uppsala University ,  Uppsala ,  Sweden Tříska Petr   Archaeogenetics Laboratory, Institute of Archaeology of the Czech Academy of Sciences ,  Prague ,  Czech Republic Čížková Martina   Archaeogenetics Laboratory, Institute of Archaeology of the Czech Academy of Sciences ,  Prague ,  Czech Republic Podgorná Eliška   Archaeogenetics Laboratory, Institute of Archaeology of the Czech Academy of Sciences ,  Prague ,  Czech Republic Diallo Mame Yoro   Archaeogenetics Laboratory, Institute of Archaeology of the Czech Academy of Sciences ,  Prague ,  Czech Republic   Department of Anthropology and Human Genetics, Faculty of Science, Charles University ,  Prague ,  Czech Republic https://orcid.org/0000-0002-8160-9621 Schlebusch Carina M   Human Evolution, Department of Organismal Biology, Evolutionary Biology Centre, Uppsala University ,  Uppsala ,  Sweden   Palaeo-Research Institute, University of Johannesburg ,  Johannesburg ,  South Africa   SciLifeLab ,  Uppsala ,  Sweden Černý Viktor   Archaeogenetics Laboratory, Institute of Archaeology of the Czech Academy of Sciences ,  Prague ,  Czech Republic   Department of Anthropology and Human Genetics, Faculty of Science, Charles University ,  Prague ,  Czech Republic",AUT,"Fortes-Lima Cesar   Human Evolution, Department of Organismal Biology, Uppsala University, Archaeogenetics Laboratory, Institute of Archaeology, the Czech Academy of Sciences, Archaeogenetics Laboratory, Institute of Archaeology, the Czech Academy of Sciences, Archaeogenetics Laboratory, Institute of Archaeology, the Czech Academy of Sciences, Archaeogenetics Laboratory, Institute of Archaeology, the Czech Academy of Sciences, Department of Anthropology, Charles University, Schlebusch Carina M   , Uppsala University, Palaeo-Research Institute, University of Johannesburg, Archaeogenetics Laboratory, Institute of Archaeology, the Czech Academy of Sciences, Department of Anthropology, Charles University","ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG, ORG","38, 138, 192, 220, 248, 324, 352, 380, 456, 484, 512, 589, 617, 645, 705, 772, 857, 959, 1001, 1028, 1136, 1164, 1192, 1252, 1319","107, 156, 218, 244, 277, 350, 376, 409, 482, 508, 541, 615, 641, 674, 731, 790, 879, 977, 1026, 1054, 1162, 1188, 1221, 1278, 1337",,,,
1043,C:\Users\shiwa\pastoral_74\PMC9791103\sections\1_front\1_article-meta\5_contrib-group.xml,4     5   Dahloum Lahouari   6   Çelik Senol   7   Oladepo Abolade   2,AUT,Dahloum Lahouari,ORG,10,26,,,,
1055,C:\Users\shiwa\pastoral_74\PMC10457510\sections\2_body\3_conclusion_and_future_directio\2_p.xml,"Climate variability and change has affected over 12, 600, 000 people in Tigray, Oromiya, Amhara, Somali and Afar Regions, and over 10, 000, 000 people were also affected in Somali and Afar Regions in 2003 and 2015, respectively.",CON,"Tigray, Oromiya,",ORG,72,88,,,,
1065,C:\Users\shiwa\pastoral_74\PMC10457510\sections\2_body\3_conclusion_and_future_directio\2_p.xml,"Woreda agricultural office should give an attention for small-scale irrigation, technology dissemination, soil and water conservations, agronomic practices, livelihood and crop-diversification in appropriate way.",CON,Woreda,ORG,0,6,,,,
1077,C:\Users\shiwa\pastoral_74\PMC10882051\sections\2_body\3_conclusions\1_p.xml,"Through the examination of dental calculus, this study contributes to our understanding of dietary habits and subsistence strategies in prehistoric Eastern Sudan, providing new direct data on plant consumption from the Early to the Late Neolithic and allowing us to support the hypothesis of high agricultural dependence from the Neolithic onwards.",CON,Eastern Sudan,ORG,148,161,,,,
1079,C:\Users\shiwa\pastoral_74\PMC10882051\sections\2_body\3_conclusions\2_p.xml,"Firstly, the study highlights that a high diversity of plant resources was exploited, with a mixed diet including both C3 and C4 plants, such as cereals, legumes, and tubers, consistent with the archaeobotanical evidence from the Gash Delta/Kassala region and with what has been recorded for other areas of Sudan.",CON,C4,ORG,126,128,,,,
1092,C:\Users\shiwa\pastoral_74\PMC10967291\sections\2_body\3_4._conclusions_and_recommendat\0_title.xml,Conclusions and Recommendations,CON,Conclusions and Recommendations,ORG,0,31,,,,
1097,C:\Users\shiwa\pastoral_74\PMC11013201\sections\2_body\4_5._conclusions\1_p.xml,"The data from Lake Acopia suggest that ancient people who lived near the lake continually adapted their land-use practices to changing conditions––and that they were driven to do so not by a single factor but by the intersecting effects of climate change and the unforeseen consequences of their own, prior land use strategies.",CON,Acopia,ORG,19,25,,,,
1099,C:\Users\shiwa\pastoral_74\PMC11013201\sections\2_body\4_5._conclusions\1_p.xml,The onset of pastoralism and mixed crop usage at Acopia c. 4400 cal BP was thus a continuation of much longer-term patterns of human landscape modification in the southern Peruvian Andes.,CON,"Acopia, BP","ORG, ORG","49, 68","55, 70",,,,
1100,C:\Users\shiwa\pastoral_74\PMC11013201\sections\2_body\4_5._conclusions\1_p.xml,"Over time, crop cultivation, fire, and trampling caused top soil to become unstable; then, farmers built terracing c. 2300 cal BP to mitigate this process.",CON,BP,ORG,127,129,,,,
1103,C:\Users\shiwa\pastoral_74\PMC11013201\sections\2_body\4_5._conclusions\1_p.xml,"Despite the continuous use of the landscape and increasing precipitation after 2300 cal BP, the effects of this major alteration to the watershed have lasted until the present.",CON,BP,ORG,88,90,,,,
1110,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\3_discussion\3_implications_and_conclusion\1_p.xml,"Studies of the impact of cultural tourism attractions, such as so-called “cultural bomas”, where Maasai pose for photographs, sing, dance and sell handmade products to tourists in an artificial settlement, indicate a complex mix of benefits and costs to local communities  16 ,  17 ,  68 .",CON,Maasai,ORG,97,103,,,,
1114,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\3_discussion\3_implications_and_conclusion\2_p.xml,"The Maasai are one of many ethnic groups in Tanzania that make up only a very small fraction of its total population, and, in the area covered by SFTZ, outnumber the Meru who had the best child health outcomes in this study.",CON,SFTZ,ORG,146,150,,,,
1117,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\3_discussion\3_implications_and_conclusion\2_p.xml,Nilotic vs. Bantu).,CON,Nilotic,ORG,0,7,,,,
1140,C:\Users\shiwa\pastoral_74\PMC4212918\sections\1_body\3_discussion\3_implications_and_conclusion\4_p.xml,Naïve analysts of aggregate data may therefore easily confound such parameters and draw erroneous conclusions regarding health determinants.,CON,Naïve,ORG,0,5,,,,
1170,C:\Users\shiwa\pastoral_74\PMC4514881\sections\1_body\4_conclusions\2_p.xml,"The estimated grazing pressure in our study area (0.05ha -1  to 0.36 ha -1  sheep equivalents) was lower than the 0.16 ha -1  to 2.05 ha -1  reported from other recent exclosure studies on the QTP  48 , 54 , 56 , 58 .",CON,QTP,ORG,193,196,,,,
1174,C:\Users\shiwa\pastoral_74\PMC4514881\sections\1_body\4_conclusions\3_p.xml,"Although grazing, trampling, and herbivory from wildlife no doubt exert negative effects when sufficiently intense, these QTP steppe plants appear well adapted to moderate levels of offtake and disturbance.",CON,QTP,ORG,122,125,,,,
1177,C:\Users\shiwa\pastoral_74\PMC4786315\sections\1_body\3_conclusions\1_p.xml,"This pattern, which is reminiscent of the known behavior of Fulani pastoralists in several important respects, ensured a relatively high level of resource access for the NOMAD agents who inhabit the unpredictable landscape.",CON,"Fulani, NOMAD","ORG, ORG","60, 170","66, 175",,,,
1205,C:\Users\shiwa\pastoral_74\PMC4915357\sections\1_body\3_conclusions\1_p.xml,"Figure 8  summarizes and synthesizes the results of all of our analyses in a schematic representation (see  supplementary text S3, Supplementary Material online , for the details concerning individual population histories on which this is based).",CON,S3,ORG,127,129,,,,
1209,C:\Users\shiwa\pastoral_74\PMC4915357\sections\1_body\3_conclusions\1_p.xml,"To unravel this complexity we developed a new method, the AHG, which infers the sequence of admixture events in a population with a complex admixture history.",CON,AHG,ORG,58,61,,,,
1210,C:\Users\shiwa\pastoral_74\PMC4915357\sections\1_body\3_conclusions\1_p.xml,"The approach was tested on simulated data, and we show that it is applicable to a wide variety of admixture scenarios ( supplementary text S1 B , Supplementary Material online ).",CON,"S1 B ,",ORG,139,145,,,,
1211,C:\Users\shiwa\pastoral_74\PMC4915357\sections\1_body\3_conclusions\1_p.xml,The information obtained via the AHG test can then be used to date multiple admixture events involving more than two sources of ancestry.,CON,AHG,ORG,33,36,,,,
1239,C:\Users\shiwa\pastoral_74\PMC4915357\sections\1_body\3_conclusions\3_p.xml,"Some of these recent expansions from southern to northern Siberia may have been driven by the advent of pastoralism, especially reindeer domestication, which is known in South Siberia from around 3,000 ya ( Laufer 1917 ;  Mirov 1945 ;  Vainshtein 1980 ;  Clutton-Brock 1999 ;  Clutton-Brock 2012 ).",CON,"Clutton-Brock 1999, Clutton-Brock 2012","ORG, ORG","255, 277","273, 295",,,,
1261,C:\Users\shiwa\pastoral_74\PMC5120021\sections\1_body\4_conclusion\3_p.xml,"Within CBA, efforts to integrate local and scientific knowledge should recognize the limits of an extractive approach that would isolate techniques of local agro-ecological management from the broader knowledge system for incorporation into adaptation projects.",CON,CBA,ORG,7,10,,,,
1264,C:\Users\shiwa\pastoral_74\PMC5120021\sections\1_body\4_conclusion\4_p.xml,"Despite the dangers of simplifying or essentializing local knowledge systems, CBA may provide platforms for envisioning of alternative futures in ways that are transparent, inclusive, and make possible anticipatory forms of learning that are sensitive to gender differences.",CON,CBA,ORG,78,81,,,,
1356,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\2_conclusions\1_p.xml,"Coupled with the archaeological or genetic evidence of humans, plants, and animals on the QTP, our results revealed that permanent human occupation of the QTP occurred in the late Holocene through the Tang–Bo Ancient Road (∼3,100 years BP, from northern China to the northeastern areas of the QTP; and ∼1,300 years BP, from the northeastern areas to southwestern areas of the QTP), likely triggered by climate change, the advent of the agropastoral economy, and the increasing human population.",CON,"QTP, QTP, BP, QTP","ORG, ORG, ORG, ORG","90, 155, 236, 293","93, 158, 238, 296",,,,
1357,C:\Users\shiwa\pastoral_74\PMC6367989\sections\1_body\2_conclusions\1_p.xml,"Additionally, our results add the evolutionary mechanisms of adaptive gene introgression from argali into Tibetan sheep (e.g.,  HBB ,  HBE , and  RXFP2 ) accounting for their rapid local adaptation.",CON,HBB,ORG,128,131,,,,
1367,C:\Users\shiwa\pastoral_74\PMC6521592\sections\1_body\3_conclusion_and_recommendation\2_p.xml,"Therefore, the Ethiopian Ministry of Federal and Pastoralist Development Affairs should enhance households’ capacity in terms of finance through provision of affordable credit access, and provide training to enhance their technical skills on crop farming.",CON,the Ethiopian Ministry of Federal and Pastoralist Development Affairs,ORG,11,80,,,,
1371,C:\Users\shiwa\pastoral_74\PMC6521592\sections\1_body\3_conclusion_and_recommendation\2_p.xml,"Pastoralists can get the best value for their products and become more resilient if the Ministry of Federal and Pastoralist Development Affairs improves market access and develops marketing opportunities for pastoral households through establishment of the nearby market centres, road access and provision of water access along stock routes.",CON,the Ministry of Federal and Pastoralist Development Affairs,ORG,84,143,,,,
1373,C:\Users\shiwa\pastoral_74\PMC6521592\sections\1_body\3_conclusion_and_recommendation\2_p.xml,"Therefore, early warning and early response (interventions) should be regarded as a matter of great concern by the Ministry of Federal and Pastoralist Development Affairs and should be included in the pastoral development policy for enhancing resilience of pastoralists to climate-related disasters.",CON,the Ministry of Federal and Pastoralist Development Affairs,ORG,111,170,,,,
1410,C:\Users\shiwa\pastoral_74\PMC6888939\sections\1_body\3_conclusion\1_p.xml,"The complete history of the Fulani pastoralists remains to be uncovered, but through the genetic analyses performed in this study (based on the Fulani population from Ziniaré, Burkina Faso) we show that present-day Fulani genomic diversity developed from admixture between a West African group and a group/s that carried European and North African ancestry.",CON,"Fulani, Ziniaré, Burkina Faso","ORG, ORG","28, 167","34, 188",,,,
1415,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,"In this article, we present new paleoenvironmental data that clarify the interrelationships between human societies, vegetation and climate in the Lower Taravo Valley since 3000 BC.",CON,BC,ORG,178,180,,,,
1416,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,"Four cores extracted from Canniccia Marshes demonstrate a rapid, even brutal, landscape evolution during the Chalcolithic Age (~3000 BC), in particular the Bronze Age (2000–900 BC).",CON,"the Chalcolithic Age, BC, BC","ORG, ORG, ORG","105, 133, 177","125, 135, 179",,,,
1422,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,"It would seem, therefore, that social-cultural events, undoubtedly combined with important hydro-climatic events (2.2 ka and 1.2 ka BC  34 ), led people to adapt their domestic and agropastoral activities.",CON,BC,ORG,132,134,,,,
1427,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,Questions on access to and availability of freshwater resources remain to be answered during the Late Bronze Age.,CON,the Late Bronze Age,ORG,93,112,,,,
1429,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,Menhir statues along the banks of the Taravo are part of a network present across the island.,CON,Menhir,ORG,0,6,,,,
1430,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,They may have been erected during the Late Bronze Age (1350–1200 BC)  119 – 120  in a context of impoverishment of water resources due to a colder and arid climatic context centered on the 1.2 ka BC climatic event.,CON,"the Late Bronze Age, BC, BC","ORG, ORG, ORG","34, 65, 198","53, 67, 200",,,,
1433,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,Mid-mountain areas of Northern Corsica have shown that populations conserved fertile lands during LIA climatic destabilization through terrace construction  44 .,CON,LIA,ORG,98,101,,,,
1435,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\1_p.xml,"The adjustment of agropastoral activities, architectural complexity and the spatial reorganization of habitats were the adaptations that Neolithic to Bronze Age societies developed in the face of relatively rapid environmental events.",CON,Bronze Age,ORG,150,160,,,,
1441,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\2_p.xml,They will better be able to describe the Chalcolithic to Bronze Age transition in order to identify the societal consequences of climate change.,CON,Bronze Age,ORG,57,67,,,,
1442,C:\Users\shiwa\pastoral_74\PMC6922353\sections\1_body\5_conclusion\2_p.xml,"Finally, sedimentary formations close to Roman and Medieval occupation centers will also have to be studied in order to better identify societies interactions with landscape during the MCA and the LIA.",CON,"MCA, LIA","ORG, ORG","185, 197","188, 200",,,,
1446,C:\Users\shiwa\pastoral_74\PMC7099212\sections\1_body\8_conclusion\1_p.xml,"Their role as one of the most important livestock species for nutrition in the arid and semi-arid areas of the country, and Eastern Africa in general, is likely to increase due to the increasing impacts of climate change and recurrent droughts.",CON,Eastern Africa,ORG,124,138,,,,
1455,C:\Users\shiwa\pastoral_74\PMC7447058\sections\1_body\3_discussion\7_conclusions_and_recommendation\0_title.xml,Conclusions and Recommendations,CON,Conclusions and Recommendations,ORG,0,31,,,,
1495,C:\Users\shiwa\pastoral_74\PMC7641598\sections\1_body\6_6._conclusion\1_p.xml,Botanical data obtained from House F1 in the Adunqiaolu winter pastures provides a range of evidence strongly supporting the hypothesis that the structure was used as a winter camp while the widespread distribution of Bronze Age sites in modern winter and summer pastures emphasises similarities in patterns of seasonal movement between the two periods.,CON,"House F1, Adunqiaolu, Bronze Age","ORG, ORG, ORG","29, 45, 218","37, 55, 228",,,,
1535,C:\Users\shiwa\pastoral_74\PMC8275782\sections\1_body\3_conclusion\1_p.xml,"Our results provide the first direct insights into projectile construction and hunting strategies of the late second and early first millennium BCE, indicating that perishable antler and bone points were often used for hunting (along with sinew hafting and willow shafts).",CON,BCE,ORG,144,147,,,,
1540,C:\Users\shiwa\pastoral_74\PMC8287776\sections\1_body\4_conclusions\1_p.xml,"We found that GBS isolated from camel milk collected in and around Isiolo town (Isiolo County, Kenya) belonged to one predominant sequence type, ST616 or its single locus variants, of which a large proportion showed signs of niche adaptation.",CON,"Isiolo, ST616","ORG, ORG","67, 145","73, 150",,,,
